Place_Name,Rating_Score,city,Rating_Reviews,Price_EGP,Price_USD,Address,Link,Image,Room_Info
Maison 7,,Qalyubia,,,,El Obour,No Link,No Image,No Room Info
Panorama Portsaid Hotel,7.1,Port Said,359.0,1238.0,25.01,Port Said,https://www.booking.com/hotel/eg/panorama-portsaid.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9wb3J0IHNhaWRIM1gEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Auu_gdIGwAIB0gIkYTY3M2U5MTMtYjE4OC00NzA3LWE1OTctYjQ4ODYyMWQ5NGI42AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=2057a6b572cc02c0&srepoch=1782603757&all_sr_blocks=106498908_421277174_2_1_0&highlighted_blocks=106498908_421277174_2_1_0&matching_block_id=106498908_421277174_2_1_0&sr_pri_blocks=106498908_421277174_2_1_0__2500&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square240/294064140.webp?k=b12af135aec4c9c0b4fa69894c2848b3218cd55228d789782f8c30ba3340fef3&o=,Port SaidShow on map | 1.2 km from downtown
Aracan Portsaid,8.3,Port Said,1188.0,2525.0,51.01,Port Said,https://www.booking.com/hotel/eg/aracan-portsaid.html?aid=304142&label=gen173nr-10CAQoggJCEHNlYXJjaF9wb3J0IHNhaWRIM1gEaEOIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4Auu_gdIGwAIB0gIkYTY3M2U5MTMtYjE4OC00NzA3LWE1OTctYjQ4ODYyMWQ5NGI42AIB4AIB&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=2057a6b572cc02c0&srepoch=1782603757&all_sr_blocks=468130609_376595435_2_33_0&highlighted_blocks=468130609_376595435_2_33_0&matching_block_id=468130609_376595435_2_33_0&sr_pri_blocks=468130609_376595435_2_33_0__5100&from=searchresults,No Image,No Room Info
نادي البحارة الدولي - International Seamans Club,7.4,Suez,14.0,3788.0,76.53,Suez,https://www.booking.com/hotel/eg/ndy-lbhr-ldwly.html?aid=304142&label=gen173nr-10CAQoggJCC3NlYXJjaF9zdWV6SDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAL6v4HSBsACAdICJDA4Nzk2ZDdlLWU3ODktNGQxZC1iNGEzLWQ3NjllMGYwOTg4NNgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=937ca6bd86a403d6&srepoch=1782603771&all_sr_blocks=1584100302_429789121_2_1_0&highlighted_blocks=1584100302_429789121_2_1_0&matching_block_id=1584100302_429789121_2_1_0&sr_pri_blocks=1584100302_429789121_2_1_0__7650&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square240/825883697.webp?k=20ae1358e7c32dbae90dd9f09d3ae807a7fa193f98f109a718b7f48ec3b6081f&o=,No Room Info
Mercure Ismailia Forsan Island,7.9,Ismailia,418.0,2961.0,59.82,Ismailia,No Link,No Image,No Room Info
شقة مفروشة للايجار بدمياط القديمة,8.5,Damietta,2.0,792.0,16.0,Dumyāţ,https://www.booking.com/hotel/eg/shq-mfrwsh-llyjr-dmyt.html?aid=304142&label=gen173nr-10CAQoggJCD3NlYXJjaF9kYW1pZXR0YUgzWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgClMCB0gbAAgHSAiQxYWRiNDhjNy03MDE2LTQ1NTUtYTk1Mi1lMDkwN2U3ZWEyY2XYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=8bbda6ca025a018f&srepoch=1782603798&all_sr_blocks=1108268001_416134174_2_0_0&highlighted_blocks=1108268001_416134174_2_0_0&matching_block_id=1108268001_416134174_2_0_0&sr_pri_blocks=1108268001_416134174_2_0_0__1600&from=searchresults,No Image,No Room Info
Medina Hotel Dakhla,,Dakahlia,,,,No Address,No Link,No Image,No Room Info
فندق تمايا العاشر من رمضان,9.6,Sharqia,18.0,1807.0,36.51,Madinat Al Ashir min Ramadan,https://www.booking.com/hotel/eg/fndq-tmy-l-shr-mn-rmdn.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9zaGFycWlhSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAKuwIHSBsACAdICJDg5ODFhY2YwLTYxMTQtNDNmNi1iMWE3LWU0MzA0OTI5ZGM5NNgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=2888a6d74ca20145&srepoch=1782603823&all_sr_blocks=1540463002_425450772_2_0_0&highlighted_blocks=1540463002_425450772_2_0_0&matching_block_id=1540463002_425450772_2_0_0&sr_pri_blocks=1540463002_425450772_2_0_0__3650&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square240/868769013.webp?k=e4f3367c58ed268aaf2c7a0a8f76ddba3fa098317406421b9b1302e8200aacba&o=,Featured
Hana Hotel,,Sharqia,,,,Madinat Al Ashir min Ramadan,No Link,No Image,No Room Info
"Apartment on Sumskaya 46 ""Central Residence""",8.9,Kharbia,265.0,1229.0,24.83,Kharkiv,https://www.booking.com/hotel/ua/apartments-on-sumskaya.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9raGFyYmlhSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK8wIHSBsACAdICJDNlZTYzOWMyLTQyNWUtNGNkNi1hYzIxLTQ2YTQ1YWI1MGEwMtgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=3834a6debe9007ea&srepoch=1782603837&all_sr_blocks=156034125_200509261_2_0_0&highlighted_blocks=156034125_200509261_2_0_0&matching_block_id=156034125_200509261_2_0_0&sr_pri_blocks=156034125_200509261_2_0_0__111300&from=searchresults,No Image,No Room Info
Weza,8.3,Monufia,182.0,84.0,1.7,Ash Shaghānibah,No Link,No Image,No Room Info
Tabrany,8.5,Beheira,67.0,68.0,1.37,Qaryat Abū Bakr aş Şiddīq,https://www.booking.com/hotel/eg/tabrany.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9iZWhlaXJhSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALTwIHSBsACAdICJDRlZGE5Y2YyLTMwNDgtNDcwNC05MzJjLTQ5YmMxZDJjNjU5M9gCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=eebfa6e936a8009e&srepoch=1782603866&all_sr_blocks=1336447401_414041430_2_0_0_898308&highlighted_blocks=1336447401_414041430_2_0_0_898308&matching_block_id=1336447401_414041430_2_0_0_898308&sr_pri_blocks=1336447401_414041430_2_0_0_898308_138&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/632826367.webp?k=b1703d65be649947f668900f0e39b10373ce618f02086a5febb585fd1482e534&o=,Qaryat Abū Bakr aş ŞiddīqShow on map
سان هوتيل للشقق الفندقيه,6.2,Beheira,7.0,1485.0,30.0,Idfīnā,https://www.booking.com/hotel/eg/lkrm-rosetta.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9iZWhlaXJhSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALTwIHSBsACAdICJDRlZGE5Y2YyLTMwNDgtNDcwNC05MzJjLTQ5YmMxZDJjNjU5M9gCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=eebfa6e936a8009e&srepoch=1782603866&all_sr_blocks=1477698901_421092674_5_0_0&highlighted_blocks=1477698901_421092674_5_0_0&matching_block_id=1477698901_421092674_5_0_0&sr_pri_blocks=1477698901_421092674_5_0_0__3000&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/744463211.webp?k=96e63a3b89ca5fd923d737d47f21ecf921776ef4c1a7bbca3dbc52c8f46e974d&o=,Featured
فيلا للايجار اليومى اوالشهرى فى الريف الاوربي- طريق مصر اسكندرية الصحراوى- قريبة من مطار سفنكس -بجوار هايبر وان الصحراوى,,Beheira,,7129.0,144.02,Qaryat ash Shamālī,https://www.booking.com/hotel/eg/lryf-lwrby-tryq-msr-skndry-lshrwy-bjwr-hybr-wn-lshrwy-ljyz.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9iZWhlaXJhSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALTwIHSBsACAdICJDRlZGE5Y2YyLTMwNDgtNDcwNC05MzJjLTQ5YmMxZDJjNjU5M9gCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=eebfa6e936a8009e&srepoch=1782603866&all_sr_blocks=1065251001_378920644_8_0_0&highlighted_blocks=1065251001_378920644_8_0_0&matching_block_id=1065251001_378920644_8_0_0&sr_pri_blocks=1065251001_378920644_8_0_0__14400&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/486819052.webp?k=472371e85c4225e8b23ffb81115ad0e5e46238ce2bd85b466432f05bc5e68f6a&o=,Qaryat ash ShamālīShow on map
Marina Front Marassi chalet,,Beheira,,15596.0,315.07,Al Wiḩdah,https://www.booking.com/hotel/eg/marina-front-marassi-chalet.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9iZWhlaXJhSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALTwIHSBsACAdICJDRlZGE5Y2YyLTMwNDgtNDcwNC05MzJjLTQ5YmMxZDJjNjU5M9gCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=eebfa6e936a8009e&srepoch=1782603866&all_sr_blocks=1452922301_416636991_2_0_0&highlighted_blocks=1452922301_416636991_2_0_0&matching_block_id=1452922301_416636991_2_0_0&sr_pri_blocks=1452922301_416636991_2_0_0__31500&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/710383559.webp?k=da369dfc20fee83f4492bd448b99fd0d81895026b3535485cda6d72466e972e8&o=,Al WiḩdahShow on map
شاليه للايجار اليومي بالريف الاوروبي,,Beheira,,6662.0,134.59,Qaryat ash Shamālī,https://www.booking.com/hotel/eg/shlyh-llyjr-lywmy-blryf-lwrwby.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9iZWhlaXJhSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALTwIHSBsACAdICJDRlZGE5Y2YyLTMwNDgtNDcwNC05MzJjLTQ5YmMxZDJjNjU5M9gCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=eebfa6e936a8009e&srepoch=1782603866&all_sr_blocks=1180915001_390535687_15_0_0&highlighted_blocks=1180915001_390535687_15_0_0&matching_block_id=1180915001_390535687_15_0_0&sr_pri_blocks=1180915001_390535687_15_0_0__13455&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/541335204.webp?k=945e7033aea37a7dcff2f5939a6ab9663dc3b5ef8e90bc2863598ca2459ab0f7&o=,Qaryat ash ShamālīShow on map
Beach House - Ramsis Village,,Beheira,,6238.0,126.02,‘Izbat aţ Ţayrīyah,https://www.booking.com/hotel/eg/beach-house-ramsis-village.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9iZWhlaXJhSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALTwIHSBsACAdICJDRlZGE5Y2YyLTMwNDgtNDcwNC05MzJjLTQ5YmMxZDJjNjU5M9gCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=eebfa6e936a8009e&srepoch=1782603866&all_sr_blocks=1445425401_415939944_2_0_0&highlighted_blocks=1445425401_415939944_2_0_0&matching_block_id=1445425401_415939944_2_0_0&sr_pri_blocks=1445425401_415939944_2_0_0__12600&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/703170519.webp?k=7d3a3f6c99940337aebf188469e27078e496564bf7bfb4bab2362177a9570061&o=,‘Izbat aţ ŢayrīyahShow on map
Stella villa,,Beheira,,8912.0,180.04,Al Wiḩdah,https://www.booking.com/hotel/eg/stella-villa-stella-heights-north-coast.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9iZWhlaXJhSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALTwIHSBsACAdICJDRlZGE5Y2YyLTMwNDgtNDcwNC05MzJjLTQ5YmMxZDJjNjU5M9gCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=eebfa6e936a8009e&srepoch=1782603866&all_sr_blocks=1463208801_417624689_8_0_0&highlighted_blocks=1463208801_417624689_8_0_0&matching_block_id=1463208801_417624689_8_0_0&sr_pri_blocks=1463208801_417624689_8_0_0__18000&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/719791218.webp?k=89490be0e6fff10b425ea1c05cf60e8502a80ccf80fd842fa197bec0244f4054&o=,Al WiḩdahShow on map
فيلا الفيروز,,Beheira,,10249.0,207.05,Qaryat ash Shamālī,https://www.booking.com/hotel/eg/fyl-lfyrwz-kmbwnd-lryf-lwrwby.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9iZWhlaXJhSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALTwIHSBsACAdICJDRlZGE5Y2YyLTMwNDgtNDcwNC05MzJjLTQ5YmMxZDJjNjU5M9gCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=eebfa6e936a8009e&srepoch=1782603866&all_sr_blocks=1323452301_405003662_8_0_0&highlighted_blocks=1323452301_405003662_8_0_0&matching_block_id=1323452301_405003662_8_0_0&sr_pri_blocks=1323452301_405003662_8_0_0__20700&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/623923733.webp?k=1ae82bd3517e2fbe4efa207e5f1422d4c61dbe448a63abd16ad8350089db24cd&o=,Qaryat ash ShamālīShow on map
For families only,,Beheira,,3609.0,72.91,Qaryat ash Shamālī,https://www.booking.com/hotel/eg/for-families-only.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9iZWhlaXJhSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALTwIHSBsACAdICJDRlZGE5Y2YyLTMwNDgtNDcwNC05MzJjLTQ5YmMxZDJjNjU5M9gCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=eebfa6e936a8009e&srepoch=1782603866&all_sr_blocks=1549017601_426131093_15_2_0&highlighted_blocks=1549017601_426131093_15_2_0&matching_block_id=1549017601_426131093_15_2_0&sr_pri_blocks=1549017601_426131093_15_2_0__7290&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/794784411.webp?k=5fa1fc1bf9945b332b88fe997903861fdb6e9e2751bd1e93468218475fc23221&o=,Qaryat ash ShamālīShow on map
Sokoon,,Beheira,,2005.0,40.51,Aţ Ţabarānī,https://www.booking.com/hotel/eg/sokoon-natrn-valley.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9iZWhlaXJhSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALTwIHSBsACAdICJDRlZGE5Y2YyLTMwNDgtNDcwNC05MzJjLTQ5YmMxZDJjNjU5M9gCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=eebfa6e936a8009e&srepoch=1782603866&all_sr_blocks=1420661404_413714102_2_2_0&highlighted_blocks=1420661404_413714102_2_2_0&matching_block_id=1420661404_413714102_2_2_0&sr_pri_blocks=1420661404_413714102_2_2_0__4050&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/686569105.webp?k=33f2a839bc75a72ea11a0727d3e069e95120a46103b8a210fc08a7e9dbfc78be&o=,Aţ ŢabarānīShow on map
فندق جراند كليوباترا دمنهور,8.9,Beheira,11.0,3466.0,70.02,Damanhûr,https://www.booking.com/hotel/eg/jrnd-klywbtr-dmnhwr-damanhour.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9iZWhlaXJhSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALTwIHSBsACAdICJDRlZGE5Y2YyLTMwNDgtNDcwNC05MzJjLTQ5YmMxZDJjNjU5M9gCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=eebfa6e936a8009e&srepoch=1782603866&all_sr_blocks=704084601_439208239_0_0_0&highlighted_blocks=704084601_439208239_0_0_0&matching_block_id=704084601_439208239_0_0_0&sr_pri_blocks=704084601_439208239_0_0_0__7000&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/514652314.webp?k=12697c3c2f36ac999e2dc22259f71451e98aaf27eaa8ef55b418fa50d8872059&o=,DamanhûrShow on map
Dendera Wellness Resort,,Beheira,,19804.0,400.08,Qaryat Kafr Dāwūd,https://www.booking.com/hotel/eg/dendera-wellness-resort-natrn-valley.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9iZWhlaXJhSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALTwIHSBsACAdICJDRlZGE5Y2YyLTMwNDgtNDcwNC05MzJjLTQ5YmMxZDJjNjU5M9gCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=eebfa6e936a8009e&srepoch=1782603866&all_sr_blocks=1545831103_425869164_3_5_0&highlighted_blocks=1545831103_425869164_3_5_0&matching_block_id=1545831103_425869164_3_5_0&sr_pri_blocks=1545831103_425869164_3_5_0__40000&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/792361942.webp?k=787e4e8004763a482ba2e2dd3b7f2ffd74b4de55dd62496c39b2d5e5c8930751&o=,Qaryat Kafr DāwūdShow on map
Apartment in second district,,Beheira,,10783.0,217.84,Qaryat ash Shamālī,https://www.booking.com/hotel/eg/apartment-in-second-district.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9iZWhlaXJhSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALTwIHSBsACAdICJDRlZGE5Y2YyLTMwNDgtNDcwNC05MzJjLTQ5YmMxZDJjNjU5M9gCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=eebfa6e936a8009e&srepoch=1782603866&all_sr_blocks=1393422601_411271428_6_0_0&highlighted_blocks=1393422601_411271428_6_0_0&matching_block_id=1393422601_411271428_6_0_0&sr_pri_blocks=1393422601_411271428_6_0_0__21780&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/670260657.webp?k=e109c58376077b1b19eab63fc5da264c377697f020f80dea16ceacec61f779dc&o=,Qaryat ash ShamālīShow on map
Village vibes,,Beheira,,11140.0,225.05,Qaryat Kafr Dāwūd,https://www.booking.com/hotel/eg/village-vibes.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9iZWhlaXJhSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALTwIHSBsACAdICJDRlZGE5Y2YyLTMwNDgtNDcwNC05MzJjLTQ5YmMxZDJjNjU5M9gCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=eebfa6e936a8009e&srepoch=1782603866&all_sr_blocks=1472108701_418550394_10_0_0&highlighted_blocks=1472108701_418550394_10_0_0&matching_block_id=1472108701_418550394_10_0_0&sr_pri_blocks=1472108701_418550394_10_0_0__22500&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/727910420.webp?k=6daf8395a685d8c3c1fc3c42e03e7bbe207b1ababe55a4af8891906e3e02bbf0&o=,Qaryat Kafr DāwūdShow on map
Free landers,,Beheira,,17824.0,360.08,‘Izbat Farāwlū,https://www.booking.com/hotel/eg/free-landers.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9iZWhlaXJhSDNYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALTwIHSBsACAdICJDRlZGE5Y2YyLTMwNDgtNDcwNC05MzJjLTQ5YmMxZDJjNjU5M9gCAeACAQ&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=eebfa6e936a8009e&srepoch=1782603866&all_sr_blocks=1653365001_437288518_14_1_0&highlighted_blocks=1653365001_437288518_14_1_0&matching_block_id=1653365001_437288518_14_1_0&sr_pri_blocks=1653365001_437288518_14_1_0__36000&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square600/873753771.webp?k=aab02d7206c72a42d7ef10da6d020697f48d16066fe432d5ee0ad3e91368381f&o=,‘Izbat FarāwlūShow on map
Nevertoto home,,Kafr El Sheikh,3.0,3248.0,65.62,Sīdī Sālim,https://www.booking.com/hotel/eg/nevertoto-home.html?aid=304142&label=gen173nr-10CAQoggJCFXNlYXJjaF9rYWZyIGVsIHNoZWlraEgzWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC5MCB0gbAAgHSAiRiYzlhNjcwOS05NjFjLTQwNDgtOGViOS03MTBiYWQ1Mzk3M2TYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=3991a6f2850907d2&srepoch=1782603878&all_sr_blocks=1497063606_435298473_2_0_0&highlighted_blocks=1497063606_435298473_2_0_0&matching_block_id=1497063606_435298473_2_0_0&sr_pri_blocks=1497063606_435298473_2_0_0__6560&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square240/750941338.webp?k=1e6444c43c8a4ea7a20ce6e4ca1bfd1d966f9acf2572b4bc600bd6785b1de773&o=,Featured
شاليهات بقرية مارينا دلتا لاجونز السياحية,,Kafr El Sheikh,,2723.0,55.01,Al Ḩammād,https://www.booking.com/hotel/eg/shlyht-bqry-mryn-dlt-ljwnz-lsyhy.html?aid=304142&label=gen173nr-10CAQoggJCFXNlYXJjaF9rYWZyIGVsIHNoZWlraEgzWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC5MCB0gbAAgHSAiRiYzlhNjcwOS05NjFjLTQwNDgtOGViOS03MTBiYWQ1Mzk3M2TYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=3991a6f2850907d2&srepoch=1782603878&all_sr_blocks=1591634801_430240394_3_0_0&highlighted_blocks=1591634801_430240394_3_0_0&matching_block_id=1591634801_430240394_3_0_0&sr_pri_blocks=1591634801_430240394_3_0_0__5500&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square240/831464371.webp?k=a4a86add1fcb507e3db4c0a249754e97d61f680746b123f4f80f720233d778a4&o=,No Room Info
New Panorama Resort,7.7,Faiyum,110.0,2971.0,60.02,Fayoum,No Link,No Image,No Room Info
Nile jewel hotel beni suef,,Beni Suef,,,,Beni Suef,No Link,No Image,No Room Info
Elminya Compound,6.4,Minya,63.0,2723.0,55.01,Minya,https://www.booking.com/hotel/eg/minya-compound-of-the-armed-forces.html?aid=304142&label=gen173nr-10CAQoggJCDHNlYXJjaF9taW55YUgzWARoQ4gBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgCjMGB0gbAAgHSAiRjZDQxZGU1NC01YTVmLTQ3YmMtYjYyYS1iZTAxZjYwZjBmMjnYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-06-28&checkout=2026-06-29&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=73d7a706cd0708aa&srepoch=1782603917&all_sr_blocks=165934902_161259068_2_1_0&highlighted_blocks=165934902_161259068_2_1_0&matching_block_id=165934902_161259068_2_1_0&sr_pri_blocks=165934902_161259068_2_1_0__5500&from=searchresults,https://cf.bstatic.com/xdata/images/hotel/square240/579055238.webp?k=2a7265c0d7146410eb63c943bbe5ae7def590512c2b932a5c35d687aafb3bd13&o=,No Room Info
Jewel Assiut Hotel,6.3,Asyut,135.0,,,Asyut,No Link,No Image,No Room Info
